date,text,title,rating
2017-04-11,"I've had my Leaf for just over a month now and have been consistently wearing it day and night. I love how it looks and regularly get compliments and questions about it. This is the first tracker I have owned. I made the decision to purchase the Leaf over other devices because its appearance. I knew I would not consistently wear a plastic band around my arm. Going with the Leaf meant sacrificing a read-out/screen on the device, but it is easy to sync and check my progress on my phone throughout the day. It's much more accurate at counting my steps than my phone's pedometer app. The only trouble I have had with it counting steps properly was when I forgot to change where I was wearing it in the app. Since there are multiple options for how to wear it during the day, t would be nice if this was simpler to do - more up-front in the app rather than clicking through to the settings.Perhaps I'm a bit of a data geek, but I would like to see more options for me to add information in the app (notes about sleep or my cycle especially). I (as a forty-something woman) would also love to see some additional options for tracking changes through Perimenopause. It would be nice to be able to see if hot flashes occurred at regular times of the month for instance.Overall, I'm very happy with my choice and would (have been!) recommend it to all of my female friends and coworkers.",I love how it looks and regularly get compliments and questions ...,4
2017-04-04,I just recieved my leaf. It's beautiful and I'm looking forward to using it. For some reason my packaging had been opened prior to receiving and there was not a necklace in it as the packaging said there would be. I'm a bit upset about this.,Opened and missing pieces.,3
2017-04-12,"I've had my Bellabeat tracker for about a week. I really like the look of the tracker. I like that you can choose between the clip,  bracelet,  and neclace. I've worn it as a necklace.  The nice thing about the chain is that it doesn't snag in my hair.  The downside of the necklace is that one night I tossed and turned and it didn't record my sleep.  The bracelet is ok, but I noticed that the clips on the bracelet straps are too loose resulting in the straps coming off of the tracker. It wasn't a deal breaker  because I closed the clips on the bracelet with a pair of pliers. I haven't tried the clip yet, but I plan on trying it eventually.I really like the way the app looks. I like the color scheme.  My only complaint is that it takes several steps to switch between modes. I would like it a lot better if the  modes were available on opening the app. I am way too rushed in the mornings to always remember to switch from bracelet to neclace modes.The period tracker is ok. It would be nice to be able to track spotting; but it would work fine for someone who doesn't constantly have that issue.",<3,4
2021-08-26,"Loved this the first few weeks I’ve had it but it is now it is not working at all.  I am at 32 days since it was delivered so no longer able to return it.  I started having issues where it won’t actually track my sleep but this is likely cause I work night shift and I haven’t found a tracker that works well for day sleeping.Now this week it has has a small tear in the bracket that is included after only 30 days of wear.  Customer service was great and helped me out with a replacement but the last two days, the unit is no longer tracking anything.  I have disconnected the unit from the app and re synced the unit but still nothing.  Attempted to re sync the unit again tonight and it is not responding and it is now claiming to be locked.  Not sure what’s going on.  Just doesn’t seem to be great that it is happening after 30 days.I have contacted customer service again.  We shall see how it pans out.",Wish I was having better luck.,2
2021-08-12,I really wanted to love this. I have had other fitness trackers (FitBit) and I'm not a fan of a watch or constant notifications. I just want to know how many steps I take in a day and monitor my sleep. I love my old school analog watch and even gave away my Apple watch because I missed my analog watch. So I bought the BellaBeat. It didn't track my sleep. It was having me asleep at times I was awake and vice versa. I tried wearing it on my wrist but it was constantly dragging on my desk at work. It worked best clipped to my clothes. Then I had major surgery and was home recuperating for three weeks and didn't wear it. When I picked it back up it no longer transmitted to my app. Now I just have a pretty rock. Only bought it in March 2021. Live and learn.,I tried. I really tried.,2
2021-07-24,"I was very excited when this came today. It is so pretty. However it ends there. I cannot get it to log steps accurately. I tested this in a variety of ways : sitting still, walking with placement in various locations, and against the fitbit. See below :Sitting in recliner with strapped to shirt, doing nothing for half an hour. 1500 steps. And earned 24 active minutes.Wearing on shirt, walked 100 steps. Counted 120.Wearing on bra, walked 100 steps. Counted 135.Wearing on pants, walked 300 steps. Counted 433.Each time I changed the placemnt of the bella, I went to settings and changed in the app where I was wearing it. Resynced each time. I manually counted each step.Walking around the block (not manually counting steps this time ) while wearing fit bit, the bella counted 800 more steps than the fit bit did.This thing is wholly innacurate. While I wish I could earn 1500 steps sitting in my recliner reading Facebook, it's just not possible.",Horrible.,1
2017-04-14,"I have had my Leaf Urban for two weeks and so far it is my favorite health tracker I have used. I have had two different FitBits (Flex and Charge HR) my problem with those were that they were not comfortable, and the battery had to be charged often.Not only is the Leaf more comfortable (and better looking) I have yet to have to charge it. In fact, the battery is still registering as full. Definitely the tracker for someone who is looking to make healthy changes in their life.",Favorite Health Tracker Yet,5
2017-03-24,This leaf is just great. Sometimes I completely forget it's on until someone says I have a beautiful bracelet. I like the sleep tracker but also the step tracker. It just helps me keep moving and then slowing down.,Urban Health Tracker,5
2017-06-19,Don't waste your money. The step tracker in the iPhone is better if that tells you anything. It's cool looking but comes off easy. Get a Fitbit they do more for the same price.,If it were 29 bucks,1
2020-03-25,I like that it is focused on wellness and not just fitness.,It's beautiful and useful,4
2017-02-02,Beautiful and practical,Five Stars,5
2017-03-02,"Let me start by saying I've only had this for a week.  I was very excited to be able to buy it on Amazon, can't beat same day delivery.  I have owned quite a few other fitness trackers and was never quite happy with them.  I wanted something that was not big and bulky and looked nice.  When I received it I was a little worried about the bracelet because the hooks do not close, however I haven't had any issues with it falling off and it feels secure.  Again I've only had it a week but so far so good, it's easy to sync, the app is user friendly, and it looks very pretty.  I would definetly recommend.  I will try and post another review after I've had some more time to use it but so far I am very happy with it.  I only gave it 4 stars due to the duration I've used it.",So far so good.,4
2021-09-22,I thought the tracker was cute. I wore it as a necklace but it is a little heavy. I had put it on my shirt but it would fall off (I nearly washed it twice). I would wear on my bra strap underneath my shirt and it would slip off. (I lost it once).So I wore it on my wrist. Within a couple days the leaf had gotten stuck on something and stretched out. I didn't like that the metal was so clunky.If you're not a busy mom who doesn't mind wearing jewelry (I generally don't wear jewelry) This might work for you. But it didn't work for me.The app is ok. But once the leaf stretched the whole system is useless. I ended up buying a Fitbit inspire.,Cute but clunky and broken,2
2017-09-08,"I do love my Bellabeat, much more stylish than the Fitbit products. But there are some things I wish were on the Bella, a display would be nice to maybe see step count instead of going to app to check out things. Would like to be able to purchase additional bracelets to swap out for different occasions. Noticing wear and tear with the one that came with it as I wear it CONSTANTLY. Would also like a way to acknowledge why no movement such as illness, etc. But overall a good product and I am happy I purchased.",I'm glad I purchased the Bellabeat.,4
2017-08-13,Love the Bellabeat Urban Leaf,Five Stars,5
2017-05-08,"This was a gift I asked for my birthday. I've had other ""trackers"" that really didn't Fit my life. The Leaf tracks activities that a mom does on a regular basis. You won't find me at a gym doing heavy duty workouts, but at home I clean, walk the dogs, play w/the kids and water aerobics with my friends. The only reason I didn't give a 5 in the ratings is it isn't waterproof. I actually tried to give it a 4.5 rating but it wasn't letting me do it. The Leaf is a pretty piece of jewelry but it helps me ( just a typical mom) keep track of my health with my lifestyle in mind.",Tracks my lifestyle,4
2017-03-14,"The Bellabeat Leaf Urban is gorgeous. I've only had it for just over a week, but I have worn it for a run (wrist), TaeKwonDo (clipped to t-shirt and/or sports bra), to sleep (wrist), to work (wrist and necklace), and out for the evening (wrist and necklace). It is comfortable and attractive. I have had no problems so far with it falling off during any activity. I am not yet 100% sure of the accuracy of ""steps"" readings in all of the various positions. I may get a pedometer to double check it, but I have the impression that it may not be getting all of my steps when it is worn as a necklace. If you are obsessed with your step numbers, it's probably not for you, but if you are looking at something to track your relative activity (and to remind you to do a little more), it's great. The app is easy to read and useful. I haven't used the meditation part (but I probably should). I like that I can enter various types of activities in, but I wish it had TaeKwonDo (had to substitute ""kickboxing""). The one thing the app is *really* missing is a way to track water intake. I think this could be a very easy fix and is one of the most important things that impacts health and wellness. I still use my fitbit app to track water (even though my fitbit died). I'd love to be able to track everything within the Leaf app. I'll update my review once I've had it for a bit longer, but I am very happy to have bought it.",Gorgeous and informative,5
2021-11-08,"The sleep tracking would indicate I was sleeping when I was just laying down. There seemed to be some kind of an interface between the sleep tracking and steps. If I turned the sleep tracking off, I could not get the steps to work properly. Sometimes it would not count steps for a half day but would then start counting them again. I do wish it had worked because it’s a lovely thing to wear. I do have jewelry that I prefer however. They were good about the return.",Beautiful and inconsistent.  We were not a match,3
2019-06-18,"The product is large & a bit clunky. I sent mine back bc I had so much trouble attaching it to my clothing. (I bought this precisely bc I needed something that I couldn’t lose. I had already lost 4 Misfit trackers).  That and the tracking is not very accurate. I wore an old Misfit tracker & this one simultaneously & this one did not track 1/2 the steps of my Misfit, which I was wearing on my ankle. (I wore the Bellabeat at my hip pocket.)  I did not care for the app for this either.  I like the idea, just not the follow through. Btw, the sellers were great about the return.",Not very accurate,2
2019-04-08,"It does not work well.  Had problems pairing.  The guide they have published is old.  The problems they know can occur isn't in the guide.  Customer service is horrible.  It does not track sleep well.  I can wake up walk around the house in middle of night and it will say I slept the entire night and won't log steps. I have even tried synching app when I wake up and nope it must think I do that in my sleep.I bought to track treadmill or walk in place steps.  It doesn't do great for that, but it will count steps in the car.The menstrual cycle tracking is a joke.  It basically tracks when you start and stop based on you hitting the buttom.  My calendar allows me to enter the same info PLUS info such as flow etc.Honestly it doesn't do anything well.  I have tried customer support and they have provided no help.  I am making do by using a few other apps thst are free.  But when I can afford to replace it I will.",Don't fall for the trap,1
2017-01-26,"I love the look of this fitness tracker, but it is not the same as a fitbit. First, it has GUIDED MEDITATION--lots of awesome guided meditations! I love this feature. It monitors stress and periods and can be worn lots of ways. I wore it with a fitbit and the step count is fairly accurate (they were within a hundred or so steps). One concern I have it that I lost the first one when I used it clipped to my waist. This was a reorder and I will wear it only as a bracelet or necklace. I did like it enough to reorder it though, so that is something. I also like the vibrating slams to remind me to take my vitamins or to wake up! It is not for someone looking for a Garmin (I wear that when I run a long with this) as it does not monitor heart rate or splits, but it does encourage movement and a healthy lifestyle.  I love it and recommend it.",Really pretty fitness tracker.,4
2016-12-23,"Even with all the holiday ordering backing up shipping (I was told this would arrive after several days after Christmas) this actually arrived at my door two days after the order was placed (three days before Christmas). It's pretty and lighter than the Leaf nature though I think the more modern look might not suit everyone. The app is really great and I love that you don't have to charge the Leaf. This is replacing my Fitbit One which I did love but I'm excited to have something a little more holistic, the only drawback that I see is no weight tracking with the Leaf but maybe it will be added later. Overall I am super excited about using my new Leaf!",Very excited! Super fast shipping!,4
2017-03-20,"I really like my Bellabeat Leaf. I mostly wear it on my bra due to most of my exercise is yoga and my wrists need the freedom. I like that it tracks sleep, allows for the alarm system and tracks activities.I do wish that it had more options for exercise and that it could sink directly from the phone without having to tap it.",I really like my Bellabeat Leaf,4
2018-07-09,Arrived new in box but with a dead battery. Will write review after I go buy a replacement battery. Bummer,Beautiful but....,1
2017-02-09,"My husband purchased the Bellabeat Urban for me for Christmas and I love it!  It took me a while to figure out how to use it and get accurate results.  I found that it's best to clip it to the body for more accuracy, so I wear mine clipped to my bra.  I never could figure out how to do the bracelet and the necklace, while pretty, didn't register steps properly.  But, I have used many different trackers over the years and the Urban is by far the best tracker once you get over the learning curve.","Great device, but not perfect",4
2017-05-11,"Love that it looks like a piece of jewelry.  No one really knows it's​ a fitness tracker.  Only thing would be knowing what fitness device has the most accurate calories burned. Wore 3 different devices, non had same final reading.",Luv it.,5
2021-07-13,"It makes a lovely piece of jewelry and I love the options for wearing it.  It took me a few attempts to get it working, and customer service was excellent.  But then all it really did fairly accurately was count my steps!  The sleep function was nowhere near accurate.  I can get the same functionality with a pedometer--and $80 is too much for a step counter!  I'm returning it--I appreciate not being stuck with it!  NOTE: I got ""rose gold"" and it's just regular gold--which is what I wanted anyway.  But if you're looking for rose gold, this isn't it: this is plain yellow gold.",Very pretty but doesn't do very much,2
2017-04-19,"First, nothing beats the Leaf in the asthetic aspect.  It doesn't look like I'm wearing a rubber weight on my wrist or second watch.  It looks like a trendy bracelet in my favorite metal of the moment, rose gold.  The options of wearing it as a bracelet, necklace or clip are unavailable on any other tracker.  I wear mine everyday for general step tracking, sleep tracking and reminders to take a minute and breathe.  I purchased mine after Jawbone was not responding to support requests for my UP3.I only have two complaints.  The first is accuracy.  When I wear the bracelet, my steps are grossly overestimated.  One day it recorded 23000 steps when I hadn't even gone for a walk.  I assumed this was because the bracelet was not tight enough.  However, making the bracelet one size smaller made it too tight and uncomfortable on my wrist.  When worn as a clip on my waistband, the recorded steps are accurate.Second, while it tracks my sleep, there is no smart alarm feature which I grew to love on my UP3.  This would allow the alarm to know when I was in my lightest stage of sleep making the waking up process easier.Overall, this is a great tracker for women.  Allows me to have one app for my health tracking needs.  I will be looking into accessories to see if there is a bracelet that may fit me better.",Great looking tracker!,4
2017-12-11,"Does not work 1 month after purchase. Customer service is quick to respond, but  requests customer try to repair manufacturing defects on their own.Ridiculously priced for a non functioning item.*Update: I was advised by Bellabeat that a return mailing label would be sent two weeks ago. I never received one, and they are no longer responding to my emails. The product has now been non-functional for over a month.",Quick to stop working; no support,1
2017-03-24,I love it.  It is a lovely accessory and tracks fairly well.  I say fairly as sometimes my sleep tracker is a smidgen off.  I would and have recommended this to friends.,I love it. It is a lovely accessory and tracks ...,4
2019-08-01,This tracker has been very convenient and easy to use.  The only problem is that the mobile software does not sync up with the bariatric programs I'm using,If you can't wear a tracker on your wrist,4
2019-10-30,"The device is okay, a little clunky, but it works pretty well. HOWEVER, the customer service is horrendous.I have had a leaf since March. The first one started malfunction and I felt like I was going in circles with the customer service rep. Finally, through my determination, I got them to send a new one in June. However, now my new leaf has gone missing. I know I most likely lost it while sleeping in my bed, but cannot find it and it’s not picking up on the Bluetooth finder app Bellabeat suggests or any other Bluetooth app. I know it has a full battery and I realized I lost it within a couple hours. I’ve asked Bellabeat if they could activate it or send some sort of signal so I may track it, but they do not have that ability. I feel bad for anyone who works for their customer service because their policies and capabilities are extremely frustrating and they try to rip off their customers.",Disappointing customer service. Don’t misplace your leaf,2
2019-03-01,"I purchased this product for its step counting ability with IOS.  I have had my leaf for a few weeks now.  I wear it as a bracket to get the full advantage of the features.  However,  the step count is in accurate during the night.  I am a restless sleeper and it’s odd to see 1000+ steps during my sleep hours.  No I do not sleep walk.  I still have to relay on carrying my phone for the most accurate reading.  I do wish there was a heart monitor feature to complete this product.  I wear it 24 hours a day, showering is not a problem.  I did not invest in the water bottle.  I can count with my regular bottles.  The Stress monitoring is new for me as I do not  meditate.  Previously I was wearing it on a necklace tucked under my bra strap.  I had the most accurate reading during that period and was thrilled to know my exhaustion was from fatigue.  It is a good product, with some work had potential to be great.",Get fitness tracker for women but....,3
2017-03-14,It never worked with my phone. The battery was low when I received it. It just would not keep my starting and ending times when I walked.,Not worth the money,1
2017-05-15,"Really am liking my Bellabeat. App features are great. Step tracking isn't spot on but reasonably close. I mostly bought it to track my sleep patterns. It isn't always accurate but relatively close. I don't like is when you adjust the went-to-bed or wake-up time the app automatically erases the sleep cycle (interrupted sleep) in between and just notes it as peaceful rest.Also, you aren't able to add daily caloric intake. Although that's not a deal breaker for me.The bracelet is very pretty and I get a lot of compliments on it. I even like to wear it as a jewelry accessory. The downside is that it is difficult to put on, you can't shower with it (to the best of my knowledge), after a month the strap showed much wear, and finally it came apart and I lost half of the strap. I'd love if they had a rubber bracelet option that was easier to put on and if the leather one was more secure.All-in-all this has been a nice addition to my lifestyle.",Love my Bella but it could use a few tweaks,4
2017-06-04,Love my Bellabeat!,Five Stars,5
2017-05-11,"Beautiful, I get lots of compliments on my necklace just for the look. When I tell people what it actually does they are even more impressed.",Beautiful,4
2017-07-02,"To understand my rating you should know that the reason I wanted a fitness tracker was really I wanted a fancy pedometer. I am on the move a decent amount and while my phone served well the pedometer features weren't as precise as I'd like and ran down the battery. Enter BellaBeat. I was excited about the additional features that would come with the app, like the sleep tracking and the meditation goals, but I was really let down. While the added features are neat, the pedometer didn't work well at all. I went on a 45 minute walk and the thing didn't track a single step. While the other features were ok, the device simply couldn't perform what I really wanted it to do. So, I returned it. Currently very happy with my FitBit Flex 2.",Did not perform as I thought it would,2
2017-04-11,"I have a fitbit, a garmin fitness tracker and now the BellaBeat Leaf Urban. The Leaf is by far the most attractive of all the fitness devices. I didn't feel like I would wear the other fitness devices with dress clothes or to formal events. I can certainly wear the Leaf. Additionally, I really like that I can switch from a necklace to a bracelet to a clip on. I also like that it can monitor breathing during meditation and offer tracking of your reproductive cycles.As far as cons go, a few times it has failed to track steps for a few hours (not sure why) which is disappointing. It doesn't count stairs.Overall I recommend getting it.",Attractive and most desired functionalities.,4
2017-07-20,"The Bellabeat was just a little too bulky for me, it wasn't very comfortable around my wrist.  It was just too big.  Also, I do a 3 mile walk at lunch everyday, been doing it for years now... I've used a fitbit and tracked with my iPhone in the past.  The Bellabeat was WAY off when it came to accuracy.  It would register my walk as a little more than 2 1/2 miles.  I ended up returning the device after about 2 weeks.I'm adding an extra star because of how easy it was to return and how quickly i got my refund.  Not sure if the credit for that should go to bellabeat or Amazon for that one...",Returned,3
2017-12-30,"This activity tracker gives me what I was looking for: a way to track steps and sleep in a package that is attractive to wear and looks like jewelry. It does seem to be a little more generous with steps than other trackers, but that also could be due to the fact that I always wear it on my wrist. The only reason for giving it only four stars is that the battery life seems to be a bit short. I got this less than a year ago and I've already had to replace the battery twice. Customer service was extremely responsive, however, actually sending me a new battery the first time. The second time I didn't contact them since I figured I knew what it was.",Stylish activity tracker,4
2017-05-30,"Finally a stylish health tracker! I was due to replace an old tracker (which looked more like a device to track someone on house arrest). I love the look, the quality materials, and the intuitive app.I also feel the sleep tracker is more accurate and detailed than other sleep trackers I've used. I miss not having an altimeter to track flights of stairs, and would like to see a heart or pulse monitor. The bracelet is a little persnickety, but I got the hang of it. Overall very, very pleased.",I was due to replace an old tracker (which looked more like a device to track someone on house arrest),4
2017-10-10,"The item I purchased was ""like new.""  Hmmm, not really.  Once someone uses it, the item is ""locked.""  It took 2 weeks of back/forth to get it unlocked.  Then, whomever owned it before must have had it for awhile because the additional 2 weeks it took to get it unlocked meant that it now needs a battery.  To top it all off, the bracelet is a S/M and doesn't fit at all.  Now it will cost me $34, plus a battery, to get my ""like new"" bracelet to work.  The nerve of the seller to only allow it to be returned in 30 days....The savings of purchasing ""like new"" are completely gone, plus some extra expense.  Very disappointed.That said, the tracker itself is a great product and the app is easy to use.  I believe in the product, the app, the customer service...just not the seller from whom I purchased it..","Great brand, product...check your seller carefully.",3
2017-03-20,"I've had my leaf for a while now, and I'm really glad I bought it. I'm amazed at the accuracy of the sleep tracking feature, and the step counter seems pretty on-point. I've never had any trouble syncing the leaf to my phone (Galaxy S7) - it's always a breeze.I normally clip my leaf to my bra or shirt and have never had any problems. I've worn it as a necklace a few times, and the last time I did (while sleeping), the leaf somehow fell off of the chain - I think stringing the chain through the hole on the other end would probably solve that problem.I wasn't a big fan of the tan leather strap that came with it - I would have preferred black, but I ended up making a new strap of my own after grabbing some materials at the craft store.Overall, I love the leaf and would definitely recommend it!",Would definitely recommend!,4
2021-08-18,"Pros the Bellabeat is beautiful, heavy but that was okay because I figured if it fell off of me I would notice it.. Thats the end of the pros, cons I couldn’t get the app to track my steps, it would not let me sign in as the app asked for the OLD password, I don’t think I entered a password at any point, I did email them, and they responded but the communication from that point wasn’t what I had expected. So no I do not recommend the product as it’s not what I needed…",Disappointing,2
2017-03-17,The tracker itself is great. The bracelet was a little bit of a pain to use if you have small wrists. But I was able to make a replacement bracelet and use it clipped to clothes. The only things that could use improvement is the actual app and its ability to interface with calorie counting apps such as My Fitness Pal. The app is very user friendly but could use more customization features to allow you to have what you want quickly accessible.,Great!,4
2017-05-20,"Avoid purchase!!! Useless! The product stopped working after 2nd time wearing it. I was advised by the seller to contact Bellabeat's customer support. No one has been able to help, it has been back in the box for over a month, within days of purchase. Do not waste your time and money. Save yourselve a headache and disappointment. I was excited to use the product and to my dismay learned to quickly esthetics are not worth the price of a defective/non-operable product. I only rated 1 star, as no stars was not an option. Deeply regret the purchase and very dissatisfied with service of seller and manufacturer.",Useless! The product stopped working after 2nd time wearing ...,1
2017-10-24,"I really like this pendant/bracelet, and like that it is convertible into a necklace or lapel pendant. The only drawback is the app is not compatible with other apps as to the sleep function. Maybe that will come, in time. The app tracker is not perhaps as accurate asI might want, but it does help me estimate the length of my sleep, if not an in depth assessment of the quality of sleep.",I really like this pendant/bracelet,4
2017-04-29,"Love the elegance of this tracker.  Necklace, bracelet or clip, it looks good,  It synchs with my phone easily. It does not seem as accurate or provide the amount of information as my Garmin tracker, but is much prettier, so it is good for more formal days.",Love the elegance of this tracker,5
2017-08-23,This is my third activity tracker and it's probably my favorite. Designed specifically for women it is both cute and functional. I so far enjoy the battery power- no forgetting to charge it and go days without wearing it. The integrated meditation and period tracker is awesome. The only reason that I didn't give Bellabeat a 5-star rating is because there is no food logging function or even the ability to connect to other food logging apps.,Honest Review,4
2017-03-21,"I've had my Bellabeat for 2 months. I'm happy I purchased it. It looks better than most activity trackers and I like the option to clip it or wear it on a necklace. So far the steps have seemed accurate. Its interesting to see. The sleep tracker is almost perfect. I don't sleep well and I've noticed the time when I wake up and the Bellabeat has had the correct time.My only complaint is that it can slip off. Off the bracelet, necklace and as clip its fallen often several times. You just need to be aware of the hooks on each end to make sure they are secure.",Happy with my Bellabeat,4
2019-01-17,"When this actually syncs I would rate it 6/5. It's lovely, it works great, the app is terrific. Customer service is wonderful. I can't say enough good things about it. When it syncs. Which it will do consistently for about 6 months, get sporadic, and then basically stop doing by 9 months. I might replace it for the 3rd time because I love it so much when it works, but if you want a tracker that is going to work a year or more without replacing it, this isn't the one for you. It's in incredibly frustrating. (Might be better with a different phone, I have a Moto mods one) I really wish it lasted because I love it.",Great product - for a while.,3
2017-04-11,"The reason I gave this 4 stars and not 5 is that sometimes the tracker spontaneously falls off. When I first got it, the clips wouldn't even stay on the device but with practice I get it consistently.  Sometimes the strap seems flimsy but has generally stayed in one place even when taking gym classes. I have a Fitbit tracker as well and bought this to help manage stress and for health tracking. This device tends to have several hundred (600-900) more steps than the Fitbit and the sleep is not as accurate, but it is adequate. The app is easy to navigate and gives good information. The support has been helpful.","Nice looking device with good information, but sometimes the strap is flimsy",4
2017-02-21,So beautiful and tracks well. I have bought several for gifts!,Beautiful Bella,5
2019-05-15,"It didn’t seem very accurate, especially as a necklace which was the main reason I bought it. It was also bigger (still small) than I expected but I do have thin wrists. It kept buzzing to tell me to move more but I had been on my feet for an hour walking back and forth from my shelves to my counter at my shop. The steps where way lower than my iPhone picked up alone.It may be more accurate for someone who can have it showing and/or as a bracelet. So maybe give it a try and see if it works for you? I wish it had worked for me but I did return it.",Pretty but I returned it,3
2018-04-05,I've had this for less than 6 months and it just stopped working. The battery is fully charged but it will not record any data. I've followed all the troubleshooting advice and it's nothing more than a funky bracelet. It's too expensive to stop working so soon.,I've had this for less than 6 months and it ...,3
2019-06-29,Wish it would be worn as a bracelet too,Love it its so beautiful & helpful,4
2017-02-12,"I love my Bellabeat Urban leaf for so many reasons, but there are a few things I think could be better also.Pros: The sleep tracking is right on, and tracks very accurately. The period tracker is wonderful for someone trying to track there cycle and if you mess up entering  the date or stop it short you can fix it. Most of the meditation simulations that I tried have helped me alot with relaxing and what's nice is most of them have two different time lengths, so if your in a rush you can still meditate.Cons:I wish there was some way to set the celabration on the steps, you get very different results when you wear it at the different places. I also wish that they would add to the app your daily water intake, I know that sounds silly but it is extremely important to drink your water.In conclusion, I'm thrilled with my leaf and the cons would not deter me from recommending this product to other woman.",Love it...,4
2017-03-28,"I like the versatility of it, being able to wear it as a necklace, bracelet or hooked on my clothes.  The activity tracking does seem to be a little off, it showed almost 3000 steps in only 11 minutes of active time. I have only had it about a week so I have just tried a few of the available meditations, but I do like the ones I have tried. From an overall health perspective I do wish there was an option to track food and water intake.",Great design and versatility,4
2017-03-29,"I really enjoy the Leaf so far - I get compliments on it as a necklace and people are surprised it's a piece of technology. The tracking seems pretty accurate and I've even accidentally worn it in the shower with no problems (I promise not to do it regularly though!) - I also really like the app interface.Con: The hooks fell off a few times when I tried to wear it as a bracelet - an actual closure on the ends of the wrap bracelet might work better - It also feels a little big to be a bracelet bauble, but that's probably just because I'm not used to wearing bracelets in general.",Great!,4
2021-05-11,"I really really wanted to love this but it is disappointing on so many levels. You have to manually sync which is silly especially if it doesn’t sync all the data from the last sync, so if you don’t sync daily you lose your data and from what I can see the app you can’t amend that either. The bracelet is silicone-y and I received it torn and is now broken after less than 2 months ofwearing. Lastly the actual leaf is much bigger and higher than I anticipated - reason I bought it - was to not “broadcast” that I am tracking my steps and looking for insights with a tacky device - only plus is that it is pretty - but not much use if I actually can’t easily get a replacement.",Disappointing considering what you pay and the app is restrictive,2
2017-12-26,"I wanted to love this tracker, but honestly for the cost, there are better options. This device is barely shower proof. It stopped working after only one week. I also noticed the steps weren’t accurate, it was double than my phone step count AND w cheaper brand fitness tracker. I emailed The company inquiring if they’ll release a real water proof device and they said no time soon. Overall, not worth the price. I am enjoying a $25 tracker I found here on Amazon.",Not really splash proof,3
2017-06-24,"Pros:Love the idea of versatility with this tracker, with the necklace, bracelet and as a clipLove the designMeditation app and period tracker!!Battery lifeCons:I work overnights and even after a month the leaf couldn't recognize my sleep. I had to manually enter it in as naps and it just seemed to defeat the purpose. When entered manually it also didn't do any sort of analysis.The bracelet started to stretch and I would catch the leaf becoming loose and almost falling offIt didn't automatically sync (or prompt me) after I set alarms and I stopped using it after a few times of forgetting to sync",Ultimately disappointed,3
2017-02-13,"I got the Leaf Urban for my wife. She is still getting used to it but her favorite part about it is that with the watch battery, she doesn't have to charge it every couple of days. She would prefer to wear it on the wrist band but hasn't managed to use is that way, and at any rate doesn't trust the clips that hold it in place. It looks nice and she is happy to have a water resistant fitness tracker. Overall she is fairly satisfied.",She is still getting used to it but her favorite part about it is that with the watch battery,4
2017-02-09,Love the BellaBeat Urban...just had to change the battery and it was simple.  It only lasted 4 months...I will see how long this battery lasts.  The only thing I miss is the Hr monitor but as the other trackers HR monitors are not accurate it is not a big deal.  I get a ton of compliments and it is easy to use and wear.  I also love the period tracker..I suffer from migraines which are hormonally triggered.  I am in menopause so the period tracker is a god to see how regular/irregular I am.,Love my BellaBeat,4
2017-03-31,"I am loving my Leaf so far (had it just about a month).  I only have minor suggestions for this product.  I stopped wearing it on my pants as it fell off when I would go to the bathroom (it actually fell in the toilet but I was able to put in in a bowl of rice for two days and it has been working fine).  I wear it clipped on my bra every day.  I don't feel that the bracelet is secure enough to keep it on, but there are lots of stores on Etsy that sell bracelets that have clips on both ends.  I like the gentle vibration reminders to get up and move if I have been sitting too long.  I love the look way better than the other fitness trackers I have had in the past.  It would be nice if it integrated with MyFitnessPal.  Overall, I am very pleased with my purchase.",I like the gentle vibration reminders to get up and move ...,4
2017-03-14,"I love the rose gold design of the Bellabeat Leaf Urban and how easily it can be synced with the related app.  I limited my review to four stars instead of five because: (1) I'd prefer a bracelet option in a vegan-friendly material. The wrap around bracelet design it comes with is lovely, but one that isn't the product of a slaughter would be preferred. (2) The ability to capture my pulse would be a great feature and make the Stress tracker tool more accurate.",On the right track,4
2017-09-09,"One star for being pretty and not as athletic-looking as other trackers.  Minus four for being AWFUL at accuracy.  I get tons of compliments on how cute it is, but cute doesn't do anything for me when it doesn't function like it should.It constantly majorly undercounts my steps.  For example, I just walked 7.5 miles, got home and my Leaf says I took 6k steps.  Based on my stride length and distance walked it should be more like 21k.  But, standing completely still this morning, playing on my phone, not making any wild arm movements, it registered 800 steps.  I get up and walk to the kitchen and back (~150 steps) and it doesn't count anything.  I have tried all orientations of wearing it, and it's still wildly inaccurate.  SO infuriating.This past week, on vacation, I walked pretty much constantly for 3 hours exploring a city and museums.  Sat down at a restaurant after 3.5 hours of activity, and my Leaf immediately started the inactivity vibrating.  Unsurprisingly, my steps were majorly underestimated based on distance walked, which leads me to believe it hadn't registered any of my activity over the previous 1.5 hours (my setting for inactivity alarm).  Frequently at work, after just walking to the restroom or printer (~200 steps round trip), I get the inactivity alarm.  Not sure how it's configured to calculate activity, but it's not accurate.The wrist band that comes with this one is not easy to use, takes up a large amount of real estate on my petite wrist, and, when fastened, either cuts off my circulation or is loose enough for the Leaf to unclip.  I made a new beaded bracelet for it that looks nice and fits better.  But it's additional money shelled out for something that should be useful out of the box at this price.I am so frustrated and angry that I shelled out the money for this and will now have to shell out more to buy a tracker that actually works.",Save your money for a tracker that works,1
